poll_id,question_id,response,xtab1_var,xtab1_val,xtab2_var,xtab2_val,pct,notes_x,total_percentage,percent_norm,favorability,response_order,response_shortened,pct_fav,date,pollster,sample_size,margin_of_error,demographic,method of contact,country,crosstabs_entered,crosstabs_not_entered,is_complete,"If incomplete, emailed?",Link,notes_y,question_text,short_question,benefit_eligibility,short_question_len,response_scale,val_order,question_text_wrap,pollster_wrap
39,15,Strongly in favour,-,-,-,-,5.9,,100.0,0.059000000000000004,1,2,Strongly in favour,5.9,2016-12-31,ESS,1959.0,,15+,In-person,UK,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
39,15,In favour,-,-,-,-,44.9,,100.0,0.449,1,1,In favour,44.9,2016-12-31,ESS,1959.0,,15+,In-person,UK,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
39,15,Against,-,-,-,-,37.6,,100.0,0.376,-1,-1,Against,-37.6,2016-12-31,ESS,1959.0,,15+,In-person,UK,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
39,15,Strongly against,-,-,-,-,11.6,,100.0,0.11599999999999999,-1,-2,Strongly against,-11.6,2016-12-31,ESS,1959.0,,15+,In-person,UK,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
40,15,Strongly in favour,-,-,-,-,10.1,,100.0,0.10099999999999999,1,2,Strongly in favour,10.1,2016-12-31,ESS,2010.0,,15+,In-person,Austria,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
40,15,In favour,-,-,-,-,35.9,,100.0,0.359,1,1,In favour,35.9,2016-12-31,ESS,2010.0,,15+,In-person,Austria,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
40,15,Against,-,-,-,-,37.4,,100.0,0.374,-1,-1,Against,-37.4,2016-12-31,ESS,2010.0,,15+,In-person,Austria,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
40,15,Strongly against,-,-,-,-,16.6,,100.0,0.166,-1,-2,Strongly against,-16.6,2016-12-31,ESS,2010.0,,15+,In-person,Austria,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
41,15,Strongly in favour,-,-,-,-,4.1,,100.0,0.040999999999999995,1,2,Strongly in favour,4.1,2016-12-31,ESS,2019.0,,15+,In-person,Estonia,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
41,15,In favour,-,-,-,-,42.6,,100.0,0.426,1,1,In favour,42.6,2016-12-31,ESS,2019.0,,15+,In-person,Estonia,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
41,15,Against,-,-,-,-,43.5,,100.0,0.435,-1,-1,Against,-43.5,2016-12-31,ESS,2019.0,,15+,In-person,Estonia,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
41,15,Strongly against,-,-,-,-,9.8,,100.0,0.098,-1,-2,Strongly against,-9.8,2016-12-31,ESS,2019.0,,15+,In-person,Estonia,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
42,15,Strongly in favour,-,-,-,-,13.7,,100.0,0.13699999999999998,1,2,Strongly in favour,13.7,2016-12-31,ESS,2067.0,,15+,In-person,Czechia,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
42,15,In favour,-,-,-,-,38.5,,100.0,0.385,1,1,In favour,38.5,2016-12-31,ESS,2067.0,,15+,In-person,Czechia,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
42,15,Against,-,-,-,-,29.2,,100.0,0.292,-1,-1,Against,-29.2,2016-12-31,ESS,2067.0,,15+,In-person,Czechia,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
42,15,Strongly against,-,-,-,-,18.6,,100.0,0.18600000000000003,-1,-2,Strongly against,-18.6,2016-12-31,ESS,2067.0,,15+,In-person,Czechia,-,,False,,https://citizensincome.org/wp-content/uploads/2017/11/European-Social-Survey-survey-on-Basic-Income.pdf,Only year specified,"Some countries are currently talking about introducing a basic income scheme. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, I will give you some more details. The highlighted box at the top of this card shows the main features of the scheme. A basic income scheme includes all of the following: ...READ OUT...- The government pays everyone a monthly income to cover essential living costs. - It replaces Maley other social benefits. - The purpose is to guarantee everyone a minimum standard of living. - Everyone receives the same amount regardless of whether or not they are working. - People also keep the money they earn from work or other sources. - This scheme is paid for by taxes. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having this scheme in [country]?",UBI [framed as essential living costs w/o work requirement],,59,,0,"Some countries are currently<br>talking about introducing a<br>basic income scheme. In a<br>moment I will ask you to tell<br>me whether you are against or<br>in favour of this scheme.<br>First, I will give you some<br>more details. The highlighted<br>box at the top of this card<br>shows the main features of the<br>scheme. A basic income scheme<br>includes all of the following:<br>...READ OUT...- The government<br>pays everyone a monthly income<br>to cover essential living<br>costs. - It replaces Maley<br>other social benefits. - The<br>purpose is to guarantee<br>everyone a minimum standard of<br>living. - Everyone receives<br>the same amount regardless of<br>whether or not they are<br>working. - People also keep<br>the money they earn from work<br>or other sources. - This<br>scheme is paid for by taxes.<br>INTERVIEWER: PAUSE TO GIVE THE<br>RESPONDENT TIME TO READ CARD.<br>Overall, would you be against<br>or in favour of having this<br>scheme in [country]?",ESS
